speaker,original_speakerid_in_metadata,gender,ethnicity,occupation_type,education_type,occupation,education,childcity,childloc,childzip,childstate,childLat,childLong,teencity,teenloc,teenzip,teenstate,teenLat,teenLong,adultcity,adultzip,adultstate,MT_taskname,consented_for_audio_to_be_public,origin,childLatJittered,childLongJittered,birthyear,childLatJittered_day2,childLongJittered_day2,childLatJittered_day3,childLongJittered_day3
1353,153,F,White,Medical Assistant,assoc,3,3,burlington,rural,6013,CT,41.7490636,-72.9486451,Burlington,rural,6013,CT,41.7490636,-72.9486451,burlington,6013.0,CT,2016_9_9_21_jtJyN,yes,MechanicalTurkProject,41.74679379770659,-72.94373088056207,1991.0,41.77141635424494,-72.95236985681436,41.804885986197604,-72.888730787495
1354,154,F,filipino,Director of Collections/Repossession/Charge-Off & Legal Dept,somecoll,2,3,East Lyme,suburban,6333,CT,41.3889687,-72.2321019,New London,urban,6320,CT,41.3474503,-72.1017433,New London,6320.0,CT,2016_9_10_2_hoDqp,yes,MechanicalTurkProject,41.38231941784111,-72.23041419893212,1987.0,41.42305466555592,-72.17321221925168,41.373118679023236,-72.15457890354197
1355,155,F,Jewish,Registered Architect,grad,4,5,Framingham,suburban,1701,MA,42.3201685,-71.440409,Holliston,suburban,1746,MA,42.1959508,-71.4534301,Gloucester,1930.0,MA,2016_9_10_9_eFcuP,yes,MechanicalTurkProject,42.32032925273317,-71.43559429810473,1987.0,42.422693503518005,-71.53746483766945,42.348908172407064,-71.58066527529319
1356,156,F,White,Chef,high,4,2,Bellows Falls,rural,5101,VT,43.1821442,-72.4932208,Bellows Falls,rural,5101,VT,43.1821442,-72.4932208,Bellows Falls,5101.0,VT,2016_9_10_10_Alxid,yes,MechanicalTurkProject,43.1756637058248,-72.49501997886956,1983.0,43.137687013131966,-72.48915618888728,43.182552025023476,-72.48152181480222
1357,157,F,White,administrator,somecoll,3,3,Hudson,suburban,1749,MA,42.3890712,-71.5458637,Marlborough,suburban,1752,MA,42.3496175,-71.547214,Marlborough,1752.0,MA,2016_9_10_14_YwAyU,yes,MechanicalTurkProject,42.38670676460953,-71.54215327726357,1964.0,42.35595180240627,-71.56560820607018,42.371416378893336,-71.53385652996988
1358,158,M,white,analyst,bach,3,4,barnstable,suburban,2648,MA,41.6709463,-70.4153701,Barnstable,suburban,2648,MA,41.6709463,-70.4153701,Boston,2113.0,MA,2016_9_10_16_kwKwx,yes,MechanicalTurkProject,41.67547059434613,-70.42279219476211,1987.0,41.71165808048487,-70.30587376696725,41.62827456852945,-70.38931815677692
1359,159,F,White,Computer Technician,bach,4,4,Bridgewater,suburban,2324,MA,41.9723874,-70.9787781,Bridgewater,suburban,2324,MA,41.9723874,-70.9787781,Waltham,2452.0,MA,2016_9_10_17_slVGg,yes,MechanicalTurkProject,41.96567947529568,-70.98064143141566,1990.0,41.95500661939732,-70.97999269545528,41.952153482284224,-70.94952985224604
1360,160,F,White,engineer,bach,4,4,Meriden,suburban,6450,CT,41.5358117,-72.7756859,Plainville,suburban,6062,CT,41.6736388,-72.8597289,Providence,2903.0,RI,2016_9_10_21_bWVgI,yes,MechanicalTurkProject,41.53753963952734,-72.77792718634747,1974.0,41.492490473994096,-72.73428407285759,41.45076956663954,-72.68477521060822
1362,162,M,White,writer,high,4,2,Amesbury,rural,1913,MA,42.8512836,-70.9558366,Amesbury,rural,1913,MA,42.8512836,-70.9558366,Amesbury,1913.0,MA,2016_9_10_22_TkRjY,yes,MechanicalTurkProject,42.85114311140962,-70.96442817975024,1962.0,42.876886815171176,-70.90175130188447,42.80952217092017,-70.90480080782993
1363,163,F,Jewish,GIS Analyst,bach,3,4,Sunapee,rural,3782,NH,43.3900882,-72.0931293,Sunapee,rural,3782,NH,43.3900882,-72.0931293,Lawton,73505.0,OK,2016_9_11_12_RCauh,yes,MechanicalTurkProject,43.396246696223336,-72.09190194380888,1982.0,43.426300680531845,-72.06594236458369,43.327769395300116,-72.05253589522255
1365,165,F,Jewish,Medical Office Manager,assoc,2,3,Middleton,suburban,1949,MA,42.6066659,-71.0103158,Middleton,suburban,1949,MA,42.6066659,-71.0103158,Middleton,1949.0,MA,2016_9_11_14_psbFu,no,MechanicalTurkProject,42.60310656195642,-71.01617654420231,1988.0,42.5979708120135,-70.95275568847806,42.6788076758726,-70.95449667938918
1366,166,M,White,Marketing ,bach,3,4,Hampton ,suburban,3843,NH,42.9375932,-70.8389219,Franklin,suburban,2038,MA,42.0848585,-71.4105714,Franklin,2038.0,MA,2016_9_11_14_YezBo,yes,MechanicalTurkProject,42.93418594441172,-70.84491040529323,1993.0,42.85830499132008,-70.87489255812412,42.88913634515473,-70.83944991229814
1367,167,M,White,Independent Contractor,somecoll,3,3,Brooklyn,rural,6234,CT,41.7938888,-71.9532663,Colchester,rural,6415,CT,41.5502911,-72.3486162,Voluntown,6384.0,CT,2016_9_11_17_LkIxq,yes,MechanicalTurkProject,41.78819696212521,-71.95777148560599,1989.0,41.794317813729016,-71.9079610773201,41.8049713728788,-71.88510710927186
1369,169,F,White,Physician Assistant,grad,3,5,Ashland,suburban,1721,MA,42.2577546,-71.4735257,Ashland,suburban,1721,MA,42.2577546,-71.4735257,Waltham,2454.0,MA,2016_9_12_9_fggOh,yes,MechanicalTurkProject,42.25846764151304,-71.47982587541769,1990.0,42.29951879253122,-71.49370550810212,42.316459810501684,-71.48782766981755
1371,171,F,Jewish,Self-Employed,somecoll,4,3,Nashua,suburban,3060,NH,42.7410867,-71.4582661,Nashua,suburban,3060,NH,42.7410867,-71.4582661,Nashua,3060.0,NH,2016_9_12_13_HGidl,yes,MechanicalTurkProject,42.73907908814869,-71.4656716218939,1993.0,42.75857910484314,-71.37133831167047,42.73453227923133,-71.36695612228615
1372,172,F,white,Supervisor,bach,2,4,Hamden,suburban,6514,CT,41.3760893,-72.9433515,Hamden,suburban,6517,CT,41.3492057,-72.9071739,East Haven,6513.0,CT,2016_9_12_14_wEBNn,yes,MechanicalTurkProject,41.37323847528905,-72.9392449716257,1985.0,41.36749881267696,-72.91405271299081,41.41075481968469,-73.00489943760086
1374,174,F,white,Information technology ,somecoll,4,3,Presque Isle,rural,4769,ME,46.6889522,-67.991914,Belgrade,rural,4917,ME,44.4877083,-69.8394876,Waltham,2453.0,MA,2016_9_12_15_mHMVh,yes,MechanicalTurkProject,46.68944264427704,-67.98187390513004,1996.0,46.67413051506293,-68.02821046984256,46.738799085996035,-68.02419443449098
1375,175,F,Jewish,speech-language pathologist,grad,3,5,Quincy,suburban,2170,MA,42.2664118,-71.0155726,Quincy,suburban,2170,MA,42.2664118,-71.0155726,Cambridge,2141.0,MA,2016_9_12_15_quOmK,yes,MechanicalTurkProject,42.25938626863846,-71.01500766266231,1987.0,42.264908190019376,-71.04639785617351,42.289627149052606,-71.00642352445675
1376,176,F,white,Sales Associate ,somecoll,3,3,Worcester,urban,1605,MA,42.2896832,-71.7877932,Hull,suburban,2045,MA,42.2922529,-70.9239185,Shrewsbury,1545.0,MA,2016_9_12_16_iSVYH,yes,MechanicalTurkProject,42.28353174288786,-71.780197525974,1984.0,42.2515763060854,-71.92221749002303,42.267519150581684,-71.91147474287853
1377,177,F,white,server,high,5,2,New Bedford,urban,2740,MA,41.6374847,-70.9382651,new bedford,urban,2740,MA,41.6374847,-70.9382651,new bedford,2740.0,MA,2016_9_12_17_pHaSc,yes,MechanicalTurkProject,41.63993211017818,-70.93517672416968,1987.0,41.71614184839663,-70.96749814717583,41.6472402159662,-70.97303919852982
1378,178,M,white,Behavioral Instructor,bach,3,4,Peru,rural,5152,VT,43.2333321,-72.9390131,Peru,rural,5152,VT,43.2333321,-72.9390131,Ludlow,5149.0,VT,2016_9_12_18_TWvAw,yes,MechanicalTurkProject,43.23377016358901,-72.94595462006916,1987.0,43.184563306848005,-73.04630826851614,43.166681846084195,-73.13755757132131
1379,179,F,White,Teacher,bach,3,4,Stratford,suburban,6614,CT,41.2324658,-73.1298734,Stratford,suburban,6614,CT,41.2324658,-73.1298734,Stratford,6614.0,CT,2016_9_12_19_HWWFO,yes,MechanicalTurkProject,41.23926359056453,-73.13709123606172,1994.0,41.20610587084413,-73.12126356592287,41.19686701508662,-73.12483959184375
1380,180,F,Jewish,Student,somecoll,3,3,Saugus,suburban,1906,MA,42.4684323,-71.0139456,Saugus,suburban,1906,MA,42.4684323,-71.0139456,Saugus,1906.0,MA,2016_9_12_19_wGFlC,yes,MechanicalTurkProject,42.46688269356727,-71.01052537638884,1996.0,42.44808050128795,-71.01448320554155,42.437549250661135,-70.90354051341723
1381,181,F,white,office admin,assoc,3,3,Pomfret center,rural,6259,CT,41.8715022,-71.9876459,Pomfret Center,rural,6259,CT,41.8715022,-71.9876459,Putnam,6260.0,CT,2016_9_12_20_guLWm,no,MechanicalTurkProject,41.87152789805554,-71.9952624007746,1984.0,41.89217136328895,-72.16106879564992,41.89094832448761,-72.09914959043833
1382,182,F,white,Virtual Assistant,high,3,2,Pembroke,suburban,3275,NH,43.170513,-71.417063,Concord,urban,3301,NH,43.2322695,-71.5530123,Colorado springs,,CO,2016_9_12_20_yclVl,yes,MechanicalTurkProject,43.17079612622019,-71.42196410777534,1964.0,43.15898884222893,-71.44617161475402,43.19864751914108,-71.4783026203849
1384,184,F,white,cell phone saleswoman,assoc,3,3,Manchester,urban,3103,NH,42.950538,-71.4465468,Manchester,urban,3103,NH,42.950538,-71.4465468,Manchester,3103.0,NH,2016_9_12_21_cJPbf,yes,MechanicalTurkProject,42.94859952655468,-71.45413115800297,1985.0,42.93049198532488,-71.48834347763493,42.97130640817422,-71.52836036219799
1385,185,F,white,Social work fellow,grad,3,5,Farmington,suburban,6032,CT,41.7252225,-72.8303088,Farmington,suburban,6032,CT,41.7252225,-72.8303088,Schenectady,12308.0,NY,2016_9_12_21_eBZxR,yes,MechanicalTurkProject,41.71845433298337,-72.83604139055373,1988.0,41.753254238644736,-72.89219589779732,41.73914600657648,-72.91311589361801
1388,188,M,white,RETAIL,high,3,2,LONDONDERRY,suburban,3053,NH,42.8696699,-71.3879189,BEDFORD,suburban,3110,NH,42.9355843,-71.5368709,SPRING,77389.0,TX,2016_9_13_0_OXcCr,no,MechanicalTurkProject,42.874810295432496,-71.39699423895574,1988.0,42.85595642872736,-71.34267739629092,42.81492126909986,-71.41586342011493
1391,191,F,white,Teacher,bach,3,4,Greenville,rural,4441,ME,45.7024164,-69.6232335,Greenville,rural,4441,ME,45.7024164,-69.6232335,Orono,4469.0,ME,2016_9_13_10_RLYDE,no,MechanicalTurkProject,45.69743224141512,-69.62712568409968,1977.0,45.70169410792234,-69.68391098210496,45.70810259060986,-69.6533892493231
1392,192,F,black,Analyst,somecoll,3,3,Springfield,rural,1119,MA,42.1249785,-72.5112103,Springfield,rural,1119,MA,42.1249785,-72.5112103,Springfield,1119.0,MA,2016_9_13_11_iHeSs,yes,MechanicalTurkProject,42.12919708078577,-72.51914545749561,1983.0,42.055885495669365,-72.55508823256993,42.11316962499415,-72.62928218117344
1393,193,F,white,Accountant,assoc,3,3,Natick,suburban,1760,MA,42.2848223,-71.3488109,Dracut,suburban,1826,MA,42.679723,-71.3006796,Attleboro,2703.0,MA,2016_9_13_12_TcJyP,yes,MechanicalTurkProject,42.28878645561223,-71.34912407295438,1976.0,42.26363133012016,-71.35770612397533,42.32246791339004,-71.31009403080024
1394,194,M,white,Insurance Claims Adjuster,somecoll,3,3,Fairhaven,suburban,2719,MA,41.6324428,-70.8711401,Fairhaven,suburban,2719,MA,41.6324428,-70.8711401,Fairhaven,2719.0,MA,2016_9_13_12_WRavq,yes,MechanicalTurkProject,41.625800294113205,-70.8654678067764,1977.0,41.6733570510958,-70.79642715675199,41.72455488190347,-70.7984666005906
1396,196,F,white,transcriptionist,bach,4,4,Fitchburg,urban,1420,MA,42.5849248,-71.8168623,Fitchburg,urban,1420,MA,42.5849248,-71.8168623,Clarks Summit,18411.0,PA,2016_9_13_13_iChMW,yes,MechanicalTurkProject,42.59075777405657,-71.82558818174006,1963.0,42.59587184183119,-71.81514726147093,42.575161854229854,-71.8054964836289
1397,197,F,white,Librarian,grad,4,5,Pelham,suburban,3076,NH,42.7309924,-71.3370733,Pelham,suburban,3076,NH,42.7309924,-71.3370733,Pelham,3076.0,NH,2016_9_13_13_LXUns,yes,MechanicalTurkProject,42.73585598004856,-71.32959548031455,1986.0,42.7432599717584,-71.27234871787287,42.730995356023364,-71.39739668088718
1398,198,F,Jewish,freelancer,high,3,2,Trumbull,suburban,6611,CT,41.2678613,-73.2136914,Seymour,suburban,6483,CT,41.3851224,-73.083525,Oxford,6478.0,CT,2016_9_13_14_bjtZe,no,MechanicalTurkProject,41.2667115408447,-73.20581201869605,1978.0,41.20304274585463,-73.15138500350338,41.21554305344606,-73.1652744890343
1399,199,F,white,Childrens Services,bach,5,4,Palermo,rural,4354,ME,44.3961145,-69.4306296,Palermo,rural,4354,ME,44.3961145,-69.4306296,Farmington,4938.0,ME,2016_9_13_15_bSyLs,yes,MechanicalTurkProject,44.400601096531226,-69.42300804408035,1994.0,44.398166342987096,-69.34298170752231,44.372720114168764,-69.32019846974934
1401,201,M,white,Actuary,bach,3,4,Keene,rural,3431,NH,42.9650443,-72.2948028,Keene,rural,3431,NH,42.9650443,-72.2948028,Chicago,60660.0,IL,2016_9_13_16_NCaIs,no,MechanicalTurkProject,42.96773630522912,-72.28741579401321,1992.0,42.93556653749193,-72.27397788620131,42.96276608623844,-72.28365664968071
1402,202,F,white,Cleaner,somecoll,5,3,Exeter,suburban,3833,NH,42.978415,-70.9875221,Exeter,suburban,3833,NH,42.978415,-70.9875221,Exeter,3833.0,NH,2016_9_13_16_ZJAEN,no,MechanicalTurkProject,42.9822367044155,-70.99399566439614,1985.0,42.94320744705925,-71.04249365947557,42.98759743602165,-71.05882838272544
1403,203,F,White,Homemaker,bach,4,4,Framingham,suburban,1701,MA,42.3201685,-71.440409,Framingham,suburban,1701,MA,42.3201685,-71.440409,Boston,,MA,2016_9_13_20_cjogP,yes,MechanicalTurkProject,42.325595699121,-71.44136272199539,1971.0,42.2908945634756,-71.42750979914065,42.22075616701786,-71.4756552244131
1404,204,F,white,Server,somecoll,5,3,Northborough,suburban,1532,MA,42.3233423,-71.6462358,Northborough,suburban,1532,MA,42.3233423,-71.6462358,Clinton,1505.0,MA,2016_9_13_22_OAVCk,yes,MechanicalTurkProject,42.32317472974506,-71.65297373673482,1985.0,42.32488966076592,-71.61559496919281,42.27915484372985,-71.54779757228494
1405,205,F,black,Clerical Trainer,somecoll,3,3,Mattapan,urban,2126,MA,42.2740159,-71.0967897,Mattapan,urban,2126,MA,42.2740159,-71.0967897,Brockton,2301.0,MA,2016_9_13_22_RJjAs,no,MechanicalTurkProject,42.280843125253725,-71.10215413384691,1978.0,42.30790282671953,-71.05716871440129,42.17280707174682,-71.00930327468814
1406,206,M,Jewish,Cook,somecoll,5,3,Burlington,urban,5401,VT,44.4766215,-73.2099981,North Hero,rural,5474,VT,44.7877317,-73.2979918,North Hero,5474.0,VT,2016_9_14_8_JHzcB,yes,MechanicalTurkProject,44.47822026841965,-73.21560385895246,1987.0,44.45475749187347,-73.29121768744864,44.43424917144834,-73.29511180117319
1407,207,F,white,special ed advocate,grad,4,5,portsmouth,rural,3801,NH,43.0748116,-70.8054433,Portsmouth,rural,3801,NH,43.0748116,-70.8054433,MALDEN,2148.0,MA,2016_9_14_10_kkwHs,yes,MechanicalTurkProject,43.06812283753768,-70.80146082670517,1966.0,43.029996492467134,-70.82750657075542,43.0441357191935,-70.73833051140558
1408,208,M,Jewish,CEO,assoc,1,3,Fremont,rural,3044,NH,43.0003589,-71.1191699,Fremont,rural,3044,ME,43.0003589,-71.1191699,Portland,4101.0,ME,2016_9_14_13_MUCsb,yes,MechanicalTurkProject,43.00660698032338,-71.11379768798697,1988.0,43.00640650364061,-71.18558177785678,42.93511777350323,-71.2726227588648
1409,209,M,White,Floor Covering ,bach,5,4,Pawtucket,urban,2861,RI,41.8786026,-71.3531307,Pawtucket,urban,2861,RI,41.8786026,-71.3531307,Pawtucket,2861.0,RI,2016_9_14_13_wJnrJ,yes,MechanicalTurkProject,41.87738679139184,-71.34891470634241,1987.0,41.843375473954936,-71.28308021800048,41.84614461836362,-71.3770587334565
1410,210,F,white,Musician,bach,4,4,Rutland,rural,1543,MA,42.3882849,-71.9698654,Rutland,rural,1543,MA,42.3882849,-71.9698654,Worcester,1610.0,MA,2016_9_14_17_wFuGj,yes,MechanicalTurkProject,42.390027089203095,-71.96882304123862,1993.0,42.30666731729048,-72.00541298899728,42.29315549148962,-71.95298420593969
1411,211,F,otherhisp,Clinical Research Coordinator ,bach,3,4,Beacon Hill,urban,2114,MA,42.3631745,-71.0686464,Beacon Hill ,urban,2114,MA,42.3631745,-71.0686464,Baltimore,21218.0,MD,2016_9_14_19_DBMVC,no,MechanicalTurkProject,42.36171527178421,-71.05890537595803,1994.0,42.368641078157935,-71.1066240487327,42.36707298202398,-71.1282391094988
1412,212,M,white,Accounts Receivable Analyst,bach,3,4,Monroe,suburban,6468,CT,41.3392358,-73.2228275,Monroe,suburban,6468,CT,41.3392358,-73.2228275,Back Bay,2215.0,MA,2016_9_14_22_FdJoE,yes,MechanicalTurkProject,41.34551490099238,-73.22791217302978,1992.0,41.31759204524429,-73.27265806517806,41.32675750033479,-73.32740289240867
1413,213,M,white,Technical Support Engineering Manager,somecoll,4,3,Chelmsford,suburban,1863,MA,42.6337803,-71.3894701,Pelham,suburban,3076,NH,42.7309924,-71.3370733,Hudson,3051.0,NH,2016_9_14_22_IfgMj,yes,MechanicalTurkProject,42.635161725699945,-71.3968182785078,1985.0,42.61929573983803,-71.33647327240102,42.64399885595985,-71.33027797985591
1414,214,M,white,A/V Designer,bach,3,4,Scituate,suburban,2857,RI,41.822761,-71.6336047,Scituate,suburban,2857,RI,41.822761,-71.6336047,Pittsburgh,15217.0,PA,2016_9_15_2_EsUZS,no,MechanicalTurkProject,41.81813941359911,-71.63887956919785,1994.0,41.772331642819886,-71.51533647868693,41.77206081845896,-71.4715096341033
1415,215,F,white,self employed,high,4,2,dudley,rural,1507,MA,42.1339347,-71.9680247,dudley,rural,1507,MA,42.1339347,-71.9680247,dudley,1507.0,MA,2016_9_15_8_esKnc,yes,MechanicalTurkProject,42.12936210229912,-71.96372042151577,1981.0,42.1346898379687,-72.00190467190836,42.194655097103926,-71.99135883134099
1416,216,M,mixed,Service Clerk,somecoll,4,3,Whitinsville,suburban,1588,MA,42.119228,-71.6718215,Whitinsville,suburban,1588,MA,42.119228,-71.6718215,Southbridge,1550.0,MA,2016_9_15_10_RSglm,no,MechanicalTurkProject,42.1174140140895,-71.67215369846828,1997.0,42.15027874253858,-71.66433879165349,42.16521689730206,-71.65319563905997
1417,217,M,white,Self-Employed,high,4,2,North Providence,suburban,2904,RI,41.8583312,-71.4363089,Cranston,suburban,2920,RI,41.7673443,-71.4655083,Cranston,2920.0,RI,2016_9_15_11_LPukN,yes,MechanicalTurkProject,41.85914468539329,-71.42993183378795,1994.0,41.76228665302022,-71.42918449528689,41.800113339629014,-71.40349434889683
1418,218,F,white,Teacher,grad,3,5,Walpole,suburban,2081,MA,42.1462266,-71.2703781,Norton,suburban,2766,MA,41.9653413,-71.1817803,Greenfield,1301.0,MA,2016_9_15_15_agwge,yes,MechanicalTurkProject,42.14187271828197,-71.27634738841985,1971.0,42.15692634090956,-71.37793662565623,42.188606649854385,-71.43180847657868
1419,219,F,white,Selfemployed,grad,4,5,Ashby,suburban,1431,MA,42.6762927,-71.8325227,Ashby,suburban,1431,MA,42.6762927,-71.8325227,Ashby,1431.0,MA,2016_9_15_18_lSqOW,yes,MechanicalTurkProject,42.6811025842046,-71.82854295211368,1986.0,42.66190718913245,-71.96750169521624,42.641891607720765,-71.9449697322427
1420,220,M,white,IT Technician,somecoll,4,3,New Britain,urban,6053,CT,41.6880391,-72.7934689,Plainville,suburban,6062,CT,41.6736388,-72.8597289,Plainville,6062.0,CT,2016_9_15_20_kSIFy,yes,MechanicalTurkProject,41.68261395304665,-72.79477806887688,1996.0,41.65589788111416,-72.85657857701841,41.65365132928616,-72.89247447764409
1421,221,M,white,Crew Leader,somecoll,5,3,Greenfield,suburban,1301,MA,42.6267614,-72.6015304,Greenfield,suburban,1301,MA,42.6267614,-72.6015304,Bethel,6801.0,CT,2016_9_15_22_pKUog,yes,MechanicalTurkProject,42.620276727132655,-72.59376896407052,1985.0,42.61852175206909,-72.7636949296313,42.60665718213995,-72.73816934481586
1422,222,M,white,tutoring coordinator,grad,3,5,Somerville,suburban,2143,MA,42.3814093,-71.0967141,Somerville,suburban,2143,MA,42.3814093,-71.0967141,Somerville,2143.0,MA,2016_9_16_9_OCpsm,yes,MechanicalTurkProject,42.38193075407459,-71.10318316584754,1986.0,42.316672277196176,-71.14545724034481,42.372377586134874,-71.14881116551891
1423,223,F,white,Airline Customer Service,somecoll,3,3,Agawam,suburban,1030,MA,42.0729247,-72.6869715,Agawam,suburban,1030,MA,42.0729247,-72.6869715,Springfield,1030.0,MA,2016_9_16_10_boOpY,yes,MechanicalTurkProject,42.0759537814256,-72.67903776368213,1981.0,42.063836193370165,-72.6842368104854,42.07188483530511,-72.71940508592772
1424,224,F,white,Tax Manager,grad,2,5,Newton,suburban,2458,MA,42.3534095,-71.1878824,Newton,suburban,2461,MA,42.3173616,-71.2065077,Brighton,2135.0,MA,2016_9_16_11_nIHtp,yes,MechanicalTurkProject,42.34970226364055,-71.18290345088093,1986.0,42.3307298016936,-71.18164790919113,42.307156873730435,-71.25181035139761
1426,226,F,white,Customer Service Rep,high,3,2,Farmington ,rural,4938,ME,44.661856,-70.1031041,Jay,rural,4239,ME,44.5168965,-70.2021867,Auburn,4210.0,ME,2016_9_16_14_BuHNx,yes,MechanicalTurkProject,44.660543906319845,-70.09695637237301,1986.0,44.63734698720111,-70.1488215992136,44.64808642651462,-70.11118659701417
1427,227,F,white,Field Representative,bach,4,4,Bridgeport,urban,6605,CT,41.1615986,-73.2176223,Bridgeport,urban,6605,CT,41.1615986,-73.2176223,Minneapolis,55417.0,MN,2016_9_16_15_uszQy,yes,MechanicalTurkProject,41.15729615417508,-73.21692467874902,1952.0,41.177302736876285,-73.19051381193827,41.230200938146275,-73.1830757333752
1428,228,F,white,Family Practice Physician,grad,1,5,New London,suburban,6320,CT,41.3474503,-72.1017433,Mystic,suburban,6355,CT,41.3668992,-71.9763715,Vallejo,,CA,2016_9_16_16_euTtu,yes,MechanicalTurkProject,41.34664861726162,-72.10061519411428,1983.0,41.33767460709147,-72.24406537670318,41.372102390217286,-72.1931327787989
1429,229,M,white,Technician ,assoc,4,3,Warren,rural,1092,MA,42.1918678,-72.2351075,Warren ,rural,1092,MA,42.1918678,-72.2351075,Warren,1092.0,MA,2016_9_16_18_hUvQB,yes,MechanicalTurkProject,42.1864234847334,-72.22901476553542,1986.0,42.07815772231843,-72.24032284842009,42.067592503657885,-72.26327241230081
1430,230,M,white,editor,bach,3,4,Newton,suburban,2465,MA,42.3489119,-71.22633,Newton,suburban,2465,MA,42.3489119,-71.22633,Marlboro,5344.0,VT,2016_9_16_19_XSFbt,yes,MechanicalTurkProject,42.34394298318826,-71.23225482530945,1992.0,42.33645400233088,-71.1307956517684,42.363804015070066,-71.06613180178852
1431,231,F,white,Bookseller,somecoll,3,3,Meredith,rural,3253,NH,43.6312114,-71.4985847,Meredith,rural,3253,NH,43.6312114,-71.4985847,Meredith,3253.0,NH,2016_9_17_0_ZsuaD,yes,MechanicalTurkProject,43.62875611490695,-71.50137570203773,1994.0,43.555692021473874,-71.57133275174027,43.55447279562402,-71.57119008021674
1432,232,M,white,State Park employee,bach,5,4,Springfield,urban,1103,MA,42.1041063,-72.5920275,Springfield,urban,1103,MA,42.1041063,-72.5920275,Springfield,,MA,2016_9_17_10_HNsfg,yes,MechanicalTurkProject,42.1007283585697,-72.58650480299794,1988.0,42.18118398001962,-72.5285144061626,42.07090174990961,-72.50228120423783
1433,233,M,white,Administrator,grad,3,5,Medfield,suburban,2052,MA,42.1845991,-71.3053065,Medfield,suburban,2052,MA,42.1845991,-71.3053065,Massachusetts,1003.0,MA,2016_9_17_11_VFgrf,no,MechanicalTurkProject,42.18187301109951,-71.29808539136897,1987.0,42.146812575296856,-71.30933164952235,42.22916870316979,-71.31566216052268
1434,234,F,white,lactation consultant,bach,3,4,Lynn,urban,1902,MA,42.4710392,-70.9415353,Lynn,urban,1902,MA,42.4710392,-70.9415353,Narragansett,2882.0,RI,2016_9_18_1_QHItI,yes,MechanicalTurkProject,42.47138962103787,-70.93567319834769,1981.0,42.4329693876554,-70.82654807902354,42.36313700729364,-70.84284455797497
1436,236,M,white,Clerk,somecoll,3,3,Taunton,suburban,2780,MA,41.909112,-71.1183464,Taunton,suburban,2780,MA,41.909112,-71.1183464,Taunton,2780.0,MA,2016_9_18_4_PhfHc,no,MechanicalTurkProject,41.91615113779984,-71.12532104644586,1988.0,41.93814708082374,-71.04046937864656,41.93596468938944,-70.94817537466787
1437,237,F,white,Waitress,somecoll,5,3,Old Saybrook,suburban,6475,CT,41.2998973,-72.3827344,Old Saybrook,suburban,6475,CT,41.2998973,-72.3827344,Old Saybrook,6475.0,CT,2016_9_18_8_QYpUK,yes,MechanicalTurkProject,41.29886118884513,-72.38839706380736,1996.0,41.33513681114706,-72.34579397544294,41.32467628231227,-72.2892506652327
1438,238,M,otherhisp,Sales,somecoll,3,3,Norwalk,suburban,6850,CT,41.126683,-73.4474593,Norwalk,suburban,6850,CT,41.126683,-73.4474593,Norwalk,6850.0,CT,2016_9_18_9_KUwxk,yes,MechanicalTurkProject,41.12997973661502,-73.44783958579109,1989.0,41.1596567537517,-73.46787254289973,41.17211138614408,-73.5070308551386
1439,239,F,white,Financial Analyst,grad,3,5,Topsham,rural,4086,ME,43.9649766,-69.9556237,Topsham,rural,4086,ME,43.9649766,-69.9556237,Orlando,32828.0,FL,2016_9_18_10_YIZkE,no,MechanicalTurkProject,43.96942697722453,-69.95467784558326,1984.0,43.8964575232446,-69.97689529319904,43.98700746708401,-69.9488169711749
1440,240,M,white,File Clerk,somecoll,3,3,Johnston,suburban,2919,RI,41.8274402,-71.5198792,Johnston,suburban,2919,RI,41.8274402,-71.5198792,Wariwick,2888.0,RI,2016_9_18_10_ZUHHJ,yes,MechanicalTurkProject,41.83330179193711,-71.52563874278052,1983.0,41.84214933575097,-71.41426129418487,41.86602993149111,-71.48614148850454
1442,242,F,white,Clinical Consultant,bach,3,4,Meriden,suburban,6450,CT,41.5358117,-72.7756859,Meriden,suburban,6450,CT,41.5358117,-72.7756859,Ansonia,6401.0,CT,2016_9_18_11_wrGIl,yes,MechanicalTurkProject,41.53305210856926,-72.77186259333402,1966.0,41.46020221494778,-72.77079506577931,41.40534198396701,-72.71213622991249
1443,243,M,black,Call center agent,somecoll,3,3,Dorchester,urban,2125,MA,42.3157481,-71.0558957,Dorchester,urban,2125,MA,42.3157481,-71.0558957,Dorchester,2125.0,MA,2016_9_18_11_XfdUA,yes,MechanicalTurkProject,42.314494019139325,-71.06158824827934,1994.0,42.24515813511483,-70.99701806697469,42.185360554968874,-70.98164153860523
1444,244,F,white,Waitress,high,5,2,Southbridge,rural,1550,MA,42.0596688,-72.0340396,Southbridge,rural,1550,MA,42.0596688,-72.0340396,Webster,1570.0,MA,2016_9_18_12_putts,yes,MechanicalTurkProject,42.06531307717072,-72.03085829409221,1991.0,42.11250292190967,-72.07447777360245,42.17661514516866,-71.99619726691434
