 speaker,original_speakerid_in_metadata,gender,ethnicity,occupation_type,education_type,occupation,education,childcity,childloc,childzip,childstate,childLat,childLong,teencity,teenloc,teenzip,teenstate,teenLat,teenLong,adultcity,adultzip,adultstate,MT_taskname,consented_for_audio_to_be_public,origin,adult_latitude,adult_longitude
1845,645,M,white,Software Developer,somehigh,3,1,Danvers,suburban,1923,MA,42.5741744,-70.9505165,Danvers,suburban,1923,MA,42.5741744,-70.9505165,Danvers,1923.0,MA,2016_11_9_0_LFBQL,yes,MechanicalTurkProject,42.5664984,-70.9362957
1846,646,M,white,Corrections Officer,bach,4,4,Boston,urban,2121,MA,42.3062667,-71.0858974,Boston,urban,2121,MA,42.3062667,-71.0858974,Waltham,2453.0,MA,2016_11_9_4_hoTvf,yes,MechanicalTurkProject,42.3762385,-71.2355644
1848,648,M,white,Private Tutor,bach,4,4,Cranston,suburban,2910,RI,41.7749988,-71.4355935,Johnston,suburban,2919,RI,41.8274402,-71.5198792,West Kingston,2892.0,RI,2016_11_9_13_Fhmqy,yes,MechanicalTurkProject,41.4831215,-71.5518467
1849,649,M,asianindian,Self Employed,high,4,2,Keene,suburban,3431,NH,42.9650443,-72.2948028,Keene,suburban,3431,NH,42.9650443,-72.2948028,Keene,3431.0,NH,2016_11_9_15_bzrzb,yes,MechanicalTurkProject,42.933597,-72.2784264
1850,650,M,white,WRITER,bach,4,4,BEDFORD,suburban,3110,NH,42.9355843,-71.5368709,BEDFORD,suburban,3110,NH,42.9355843,-71.5368709,BOSTON,2138.0,MA,2016_11_9_16_aaRgu,yes,MechanicalTurkProject,42.3554334,-71.060511
1852,652,M,white,Independent Contractor,high,3,2,Franklin,suburban,2038,MA,42.0848585,-71.4105714,Franklin,suburban,2038,MA,42.0848585,-71.4105714,Allston,2134.0,MA,2016_11_9_16_WRywM,yes,MechanicalTurkProject,42.3555375,-71.1327494
1853,653,M,white,Teacher,bach,3,4,Walpole,suburban,2081,MA,42.1462266,-71.2703781,Walpole,suburban,2081,MA,42.1462266,-71.2703781,Jamaica Plain,2130.0,MA,2016_11_10_5_syLIJ,no,MechanicalTurkProject,42.3116046,-71.1143838
1854,654,M,otherhisp,IT Manager,somecoll,2,3,Naugatuck,suburban,6770,CT,41.4884276,-73.0533835,Naugatuck,suburban,6770,CT,41.4884276,-73.0533835,Milford,6460.0,CT,2016_11_10_13_BiyUS,yes,MechanicalTurkProject,41.2222218,-73.0570603
1855,655,M,white,delivery driver,somecoll,5,3,east hartford,urban,6118,CT,41.7487016,-72.6096858,east hartford,urban,6118,CT,41.7487016,-72.6096858,east hartford,6118.0,CT,2016_11_10_15_bKWix,yes,MechanicalTurkProject,41.767914,-72.644512
1857,657,M,white,Educational Technician III,somecoll,4,3,Skowhegan,suburban,4976,ME,44.78928,-69.6676898,Norridgewock,rural,4957,ME,44.7020674,-69.8433723,Farmington,4938.0,ME,2016_11_10_15_vGjPc,yes,MechanicalTurkProject,44.671094,-70.151825
1862,662,M,white,Data Scientist,bach,3,4,West Greenwich,rural,2817,RI,41.6371044,-71.6783688,West Greenwich,rural,2817,RI,41.6371044,-71.6783688,Cambridge,2140.0,MA,2016_11_12_12_VKBep,yes,MechanicalTurkProject,42.3656347,-71.1040018
1865,665,M,white,Electrician,somecoll,4,3,Deer Isle,rural,4627,ME,44.2370098,-68.6078455,Deer Isle,rural,4627,ME,44.2370098,-68.6078455,Deer Isle,4627.0,ME,2016_11_12_18_rDvpR,yes,MechanicalTurkProject,44.224044,-68.677597
1867,667,M,white,Biologist,bach,4,4,Southwick,rural,1077,MA,42.0525703,-72.7773529,Southwick,rural,1077,MA,42.0525703,-72.7773529,Kingston,2881.0,RI,2016_11_12_21_HceEW,yes,MechanicalTurkProject,41.4729285,-71.5223479
1868,668,M,white,Customer Support Advocate,somecoll,3,3,Gorham,suburban,4038,ME,43.7036174,-70.4637804,Yarmouth,suburban,4096,ME,43.7878186,-70.1594465,Portland,4101.0,ME,2016_11_13_2_ptyGr,yes,MechanicalTurkProject,43.6573605,-70.2586618
1870,670,F,black,Mystery Shopper,somecoll,4,3,Manchester,urban,3102,NH,43.0119153,-71.4911193,Manchester,urban,3104,NH,43.0095519,-71.439782,Manchester,3104.0,NH,2016_11_13_20_QzAUP,yes,MechanicalTurkProject,42.9956397,-71.4547891
1871,671,M,white,Electrical Engineer,bach,4,4,Plainville,suburban,6062,CT,41.6736388,-72.8597289,Plainville,suburban,6062,CT,41.6736388,-72.8597289,Middletown,6457.0,CT,2016_11_13_21_OFpmG,yes,MechanicalTurkProject,41.5623178,-72.6509061
1873,673,M,white,Equipment Manager,bach,3,4,Milford,rural,1757,MA,42.1586917,-71.5214188,Milford,rural,1757,MA,42.1586917,-71.5214188,Medford,2155.0,MA,2016_11_14_13_PzUrr,yes,MechanicalTurkProject,42.4184296,-71.1061639
1874,674,M,white,CSA,high,3,2,derry,rural,3038,NH,42.8927614,-71.2767629,salem,rural,3079,NH,42.7882748,-71.22172,salem,3079.0,NH,2016_11_14_15_QgNuR,yes,MechanicalTurkProject,42.7884957,-71.2009035
1875,675,M,white,Car Salesman,high,3,2,Acushnet,rural,2743,MA,41.7182175,-70.9011509,Acushnet,rural,2743,MA,41.7182175,-70.9011509,Acushnet,2743.0,MA,2016_11_14_15_rljUC,yes,MechanicalTurkProject,41.6806593,-70.907816
1878,678,M,white,Master Scheduler,grad,3,5,Methuen,suburban,1844,MA,42.742751,-71.178588,Methuen,suburban,1844,MA,42.742751,-71.178588,Amesbury,1913.0,MA,2016_11_14_19_qtStB,yes,MechanicalTurkProject,42.8579536,-70.9300921
1879,679,M,white,Forklift Operator,bach,4,4,North Attleboro,suburban,2760,MA,41.9725026,-71.3352028,North Attleboro,suburban,2760,MA,41.9725026,-71.3352028,North Attleboro,2760.0,MA,2016_11_14_20_AOVXh,yes,MechanicalTurkProject,41.9841334,-71.3322798
1880,680,M,white,Legal Assistant,grad,3,5,Newton,suburban,2458,MA,42.3534095,-71.1878824,Chelmsford,suburban,1824,MA,42.59079,-71.3551823,Chelmsford,1824.0,MA,2016_11_14_20_hSygn,yes,MechanicalTurkProject,42.5968617,-71.3517602
1882,682,M,white,Engineer,bach,4,4,Newington,suburban,6111,CT,41.6869935,-72.7308382,Newington,suburban,6111,CT,41.6869935,-72.7308382,Newington,6111.0,CT,2016_11_14_23_yRfEM,no,MechanicalTurkProject,41.6978777,-72.7237063
1883,683,M,mixed,Staples Associate,somecoll,3,3,Milford,suburban,1757,MA,42.1586917,-71.5214188,Milford,suburban,1757,MA,42.1586917,-71.5214188,Providence,2906.0,RI,2016_11_15_10_txGLU,yes,MechanicalTurkProject,41.8239891,-71.4128343
1884,684,M,white,Mechanical Engineer (Retired),somecoll,6,3,Westfield,suburban,1085,MA,42.1535029,-72.771602,Westfield,suburban,1085,MA,42.1535029,-72.771602,Southwick,1077.0,MA,2016_11_15_11_eIdvS,yes,MechanicalTurkProject,42.0548167,-72.7703938
1885,685,F,white,Physician,somecoll,1,3,Longmeadow,suburban,1106,MA,42.0475652,-72.5711305,Longmeadow,suburban,1106,MA,42.0475652,-72.5711305,Lancaster,17603.0,PA,2016_11_15_11_gPDmF,yes,MechanicalTurkProject,40.0379958,-76.3056707
1886,686,F,white,Teacher,bach,3,4,New Haven,urban,6501,CT,41.3065175,-72.9260084,New Haven,urban,6501,CT,41.3065175,-72.9260084,New Haven,6501.0,CT,2016_11_15_14_TIRMz,yes,MechanicalTurkProject,41.3082138,-72.9250518
1887,687,M,black,Carpentry,bach,4,4,Nobleboro,rural,4555,ME,44.1012015,-69.4827667,Nobleboro,rural,4555,ME,44.1012015,-69.4827667,Keene,3435.0,NH,2016_11_15_17_czcdO,yes,MechanicalTurkProject,42.933597,-72.2784264
1888,688,M,white,Bicycle Mechanic,bach,4,4,Rowley,rural,1969,MA,42.7208775,-70.8912222,Rowley,rural,1969,MA,42.7208775,-70.8912222,Rowley,1969.0,MA,2016_11_15_23_ryQCt,yes,MechanicalTurkProject,42.7136977,-70.8818364
1889,689,M,white,IT Administrator,grad,3,5,Barton,rural,5822,VT,44.7527202,-72.1428914,Barton,rural,5822,VT,44.7527202,-72.1428914,Newport,5855.0,VT,2016_11_16_7_IorIs,yes,MechanicalTurkProject,44.9367172,-72.2055988
1890,690,F,white,food service manager,somecoll,2,3,Hudson,rural,3051,NH,42.7605084,-71.4094937,Hudson,rural,3051,NH,42.7605084,-71.4094937,Hudson,3051.0,NH,2016_11_16_9_TwZFl,yes,MechanicalTurkProject,42.7655784,-71.4393423
1891,691,M,white,Student,somecoll,3,3,Plymouth,suburban,2360,MA,41.8820556,-70.6312898,Plymouth,suburban,2360,MA,41.8820556,-70.6312898,Amherst,1002.0,MA,2016_11_16_10_TEjqw,yes,MechanicalTurkProject,42.3731948,-72.5198761
1892,692,F,white,Insurance Sales ,bach,3,4,Walpole,suburban,2081,MA,42.1462266,-71.2703781,Walpole,suburban,2081,MA,42.1462266,-71.2703781,Colchester,5439.0,VT,2016_11_16_12_wAhSI,yes,MechanicalTurkProject,44.534084,-73.1846098
1893,693,F,white,nurse,assoc,1,3,weymouth,suburban,2190,MA,42.1667306,-70.9523629,weymouth,suburban,2190,MA,42.1667306,-70.9523629,weymouth,2190.0,MA,2016_11_16_14_HXXfs,yes,MechanicalTurkProject,42.2212188,-70.9391625
1894,694,F,white,Account Supervisor,bach,2,4,Norfolk,suburban,2056,MA,42.1136554,-71.3341632,Wrentham,suburban,3801,MA,43.0748116,-70.8054433,Boston - Downtown Crossing,2210.0,MA,2016_11_16_17_oWSnv,yes,MechanicalTurkProject,42.3500364,-71.0656381
1895,695,F,black,Self-Employed,assoc,4,3,Brockton,suburban,2301,MA,42.0783714,-71.0423041,Brockton,suburban,2301,MA,42.0783714,-71.0423041,Brockton,2301.0,MA,2016_11_16_17_XHNml,yes,MechanicalTurkProject,42.0834335,-71.0183787
1896,696,F,white,Tour Manager,bach,2,4,Lakeville,suburban,2347,MA,41.8345071,-70.957099,Lakeville,suburban,2347,MA,41.8345071,-70.957099,Nashua,3063.0,MA,2016_11_16_19_FGEZp,yes,MechanicalTurkProject,42.7656251,-71.4677032
1898,698,F,white,Writer,bach,4,4,Bristol,suburban,2809,RI,41.6757303,-71.273331,Bristol,suburban,2809,RI,41.6757303,-71.273331,Kingston,2881.0,RI,2016_11_16_20_bJPvB,yes,MechanicalTurkProject,41.4729285,-71.5223479
1899,699,F,white,Pharmacist,somecoll,1,3,East Providence,suburban,2914,RI,41.8142955,-71.3661688,East Providence,suburban,2914,RI,41.8142955,-71.3661688,East Providence,2914.0,RI,2016_11_17_9_QcfnP,yes,MechanicalTurkProject,41.8194081,-71.376257
1903,703,F,white,Dishwasher and prep cook,somecoll,5,3,Wiscasset,rural,4578,ME,43.9824454,-69.6927542,Wiscasset,rural,4578,ME,43.9824454,-69.6927542,Wiscasset,4578.0,ME,2016_11_18_19_aUzLS,yes,MechanicalTurkProject,44.0024834,-69.6647753
1905,705,M,white,Web designer,bach,3,4,Feeding Hills,suburban,1030,MA,42.0729247,-72.6869715,Feeding Hills,suburban,1030,MA,42.0729247,-72.6869715,Back Bay,2115.0,MA,2016_11_19_5_VkMUD,yes,MechanicalTurkProject,42.3507067,-71.0797297
1906,706,F,white,Lawyer,somecoll,1,3,Bow,rural,3304,NH,43.1331765,-71.5372422,Bow,rural,3304,NH,43.1331765,-71.5372422,Bow,3304.0,NH,2016_11_19_7_BykKN,yes,MechanicalTurkProject,43.133061,-71.549149
1907,707,M,white,director of operations,bach,2,4,woonsocket,urban,2895,RI,42.0017058,-71.4999487,woonsocket,urban,2895,RI,42.0017058,-71.4999487,woonsocket,2895.0,RI,2016_11_19_8_ENYNs,yes,MechanicalTurkProject,42.0028761,-71.5147839
1908,708,F,white,Product Support Specialist,bach,3,4,Belmont,suburban,2478,MA,42.3953169,-71.180284,Franklin,suburban,2038,MA,42.0848585,-71.4105714,Fitchburg,1420.0,MA,2016_11_19_15_bQvvh,yes,MechanicalTurkProject,42.5854371,-71.8046023
1909,709,F,white,Cashier,somecoll,5,3,Thomaston,rural,4861,ME,44.1076013,-69.171387,Thomaston,rural,4861,ME,44.1076013,-69.171387,Rockland,4841.0,ME,2016_11_19_15_uncHD,yes,MechanicalTurkProject,44.1048327,-69.1091823
1913,713,M,white,Data Curator,bach,3,4,North Kingstown,suburban,2852,RI,41.5885522,-71.459825,North Kingstown,suburban,2852,RI,41.5885522,-71.459825,Boston,2135.0,MA,2016_11_20_15_RQuoQ,yes,MechanicalTurkProject,42.3554334,-71.060511
1915,715,F,black,Teacher,grad,3,5,Boston,urban,2126,MA,42.2740159,-71.0967897,Boston,urban,2126,MA,42.2740159,-71.0967897,Boston,2126.0,MA,2016_11_20_18_VotJM,yes,MechanicalTurkProject,42.3554334,-71.060511
1918,718,F,white,freelance,somecoll,3,3,augusta,suburban,4330,ME,44.3518747,-69.7476388,augusta,suburban,4330,ME,44.3518747,-69.7476388,augusta,4330.0,ME,2016_11_21_9_XVXwj,yes,MechanicalTurkProject,44.3158847,-69.7738995
1921,721,M,black,Caddy,somecoll,5,3,Stamford,suburban,6902,CT,41.0593473,-73.5443835,Stamford,suburban,6902,CT,41.0593473,-73.5443835,Storrs,6269.0,CT,2016_11_21_17_AiRzF,yes,MechanicalTurkProject,41.8056456,-72.2541329
1923,723,F,chinese,Athletics,grad,4,5,Chelmsford,suburban,1824,MA,42.59079,-71.3551823,Chelmsford,suburban,1824,MA,42.59079,-71.3551823,Chestnut Hill,2467.0,MA,2016_11_21_19_aBAZs,yes,MechanicalTurkProject,42.3234735,-71.1639159
1926,726,M,white,developer,somecoll,3,3,Hull,suburban,2045,MA,42.2922529,-70.9239185,Hull,suburban,2045,MA,42.2922529,-70.9239185,Pittsburgh,15212.0,PA,2016_11_22_12_DLBsv,yes,MechanicalTurkProject,40.4416941,-79.9900861
1929,729,M,white,landscaping,high,4,2,Waterbury,urban,6424,CT,41.560603,-72.5023286,east Hampton,rural,6424,CT,41.560603,-72.5023286,east hampton,6424.0,CT,2016_11_22_20_lUuPP,yes,MechanicalTurkProject,41.5758442,-72.5024804
1930,730,M,white,FileMaker Developer,bach,4,4,Ware,rural,1082,MA,42.2935327,-72.2785992,Ware,rural,1082,MA,42.2935327,-72.2785992,Palmer,1069.0,MA,2016_11_23_14_PLwaJ,no,MechanicalTurkProject,42.1574489,-72.3299783
1932,732,M,white,Sales executive,somecoll,2,3,Chichester,rural,3258,NH,43.2652592,-71.4088353,Chichester,rural,3258,NH,43.2652592,-71.4088353,Northampton,1060.0,MA,2016_11_24_20_BwHhA,yes,MechanicalTurkProject,42.3178989,-72.6311006
1935,735,M,white,Cashier,somecoll,5,3,Freetown,rural,2717,MA,41.7601081,-70.9728743,Freetown,rural,2717,MA,41.7601081,-70.9728743,Freetown,2717.0,MA,2016_11_25_14_yQvrz,yes,MechanicalTurkProject,41.7950262,-71.0676389
1940,740,M,white,Manager,bach,2,4,Bridgeport,urban,6610,CT,41.2092832,-73.1646026,Bridgeport,urban,6610,CT,41.2092832,-73.1646026,Shelton,6484.0,CT,2016_11_25_20_qLncS,yes,MechanicalTurkProject,41.3164856,-73.0931641
1942,742,M,white,Investment Manager,bach,3,4,Norwalk,suburban,6851,CT,41.1382333,-73.4015257,Norwalk,suburban,6851,CT,41.1382333,-73.4015257,Norwalk,6851.0,CT,2016_11_26_15_cgFbw,no,MechanicalTurkProject,41.1175966,-73.4078968
1945,745,M,mexican,Hospital Security,somecoll,4,3,Manchester,urban,3101,NH,42.9890272,-71.4661111,Manchester,urban,3103,NH,42.950538,-71.4465468,Claremont,3743.0,NH,2016_11_27_1_dWcfC,yes,MechanicalTurkProject,43.3727579,-72.3382504
1946,746,M,white,Pharmacist,grad,1,5,Tiverton,suburban,2878,RI,41.6101375,-71.1804709,Tiverton,suburban,2878,RI,41.6101375,-71.1804709,Narragansett,2882.0,RI,2016_11_27_1_lZHrc,yes,MechanicalTurkProject,41.4501021,-71.4495005
1952,752,F,white,STUDENT,somecoll,3,3,SCITUATE,rural,2857,RI,41.822761,-71.6336047,SCITUATE,rural,2857,RI,41.822761,-71.6336047,NEWPORT,2840.0,RI,2016_11_28_5_bGHRP,yes,MechanicalTurkProject,41.4899827,-71.3137707
1955,755,M,white,"Operations, Herb Chambers Ford",high,2,2,Braintree,suburban,2184,MA,42.2054158,-71.002168,Braintree,suburban,2184,MA,42.2054158,-71.002168,Quincy,2170.0,MA,2016_11_28_11_RqQqc,yes,MechanicalTurkProject,42.2509914,-71.0037374
1956,756,F,white,Filer,somecoll,5,3,Waterbury,suburban,6705,CT,41.5471033,-72.992727,waterbury,suburban,6705,CT,41.5471033,-72.992727,Thomaston,6787.0,CT,2016_11_28_14_MTnmt,yes,MechanicalTurkProject,41.6739862,-73.073164
1958,758,M,white,Data Analyst,somecoll,3,3,Gray,rural,4039,ME,43.9045512,-70.3670267,Gray,rural,4039,ME,43.9045512,-70.3670267,Belfast,4915.0,ME,2016_11_28_18_ERcSL,yes,MechanicalTurkProject,44.4261759,-69.0065207
1959,759,M,white,Student,bach,3,4,Hinesburg,rural,5495,VT,44.4290675,-73.0962455,Hinesburg,rural,5495,VT,44.4290675,-73.0962455,Hinesburg,5495.0,VT,2016_11_28_19_aezQE,yes,MechanicalTurkProject,44.329251,-73.111267
1960,760,M,white,Help Desk Support,assoc,3,3,Burlington,urban,5401,VT,44.4766215,-73.2099981,Burlington,urban,5401,VT,44.4766215,-73.2099981,Burlington,5401.0,VT,2016_11_28_20_xUPtq,yes,MechanicalTurkProject,44.4761601,-73.212906
1965,765,M,mexican,Banquet Server,somecoll,5,3,Fall River,urban,2723,MA,41.6927049,-71.1297257,Fall River,urban,2723,MA,41.6927049,-71.1297257,Fall River,2723.0,MA,2016_11_29_2_kzllu,yes,MechanicalTurkProject,41.7010642,-71.1546367
1967,767,M,white,Musician,high,4,2,Perham,rural,4766,ME,46.8924629,-68.2157801,Caribou,suburban,4736,ME,46.9114948,-68.0291891,Caribou,4736.0,ME,2016_11_29_11_swWdx,yes,MechanicalTurkProject,46.8606301,-68.0116807
1969,769,M,white,Videographer,bach,4,4,Reading,suburban,1867,MA,42.5351829,-71.1054234,Reading,suburban,1867,MA,42.5351829,-71.1054234,Nashua,3063.0,NH,2016_11_29_15_LDJsx,yes,MechanicalTurkProject,42.7656251,-71.4677032
1973,773,F,white,payroll clerk,somecoll,3,3,Nashua,urban,3060,NH,42.7410867,-71.4582661,Lynn,urban,3601,NH,43.2369665,-72.2884461,Nashua,3060.0,NH,2016_11_30_8_ryLfR,yes,MechanicalTurkProject,42.7656251,-71.4677032
1976,776,M,white,Customer Service,high,3,2,Swansea,suburban,2777,MA,41.7581752,-71.2142024,Seekonk,suburban,2771,MA,41.8377505,-71.3204284,Barrington,2806.0,RI,2016_11_30_17_jKrxF,yes,MechanicalTurkProject,41.7407661,-71.3084633
1977,777,F,white,AmeriCorps VISTA,bach,3,4,Cape Elizabeth,suburban,4107,ME,43.5871732,-70.2364761,Cape Elizabeth,suburban,4107,ME,43.5871732,-70.2364761,Notre Dame,46556.0,IN,2016_11_30_20_FMVAP,yes,MechanicalTurkProject,41.7045677,-86.2382203
1980,780,M,white,Software Engineer,bach,3,4,Rochester,rural,2770,MA,41.759846,-70.8384492,Mattapoisett,rural,2739,MA,41.665794,-70.814531,Mattapoisett,2739.0,MA,2016_11_30_23_XBHZu,yes,MechanicalTurkProject,41.6580466,-70.8135195
1982,782,M,black,IT Manager,bach,2,4,Bridgeport,urban,6605,CT,41.1615986,-73.2176223,Bridgeport,urban,6605,CT,41.1615986,-73.2176223,New Haven,6513.0,CT,2016_12_1_22_Zgusk,no,MechanicalTurkProject,41.3082138,-72.9250518
1984,784,M,white,Construction,somecoll,4,3,New Hartford,rural,6057,CT,41.8410525,-72.998664,New Hartford,rural,6057,CT,41.8410525,-72.998664,Smithfield,2917.0,CT,2016_12_1_23_YjCEY,no,MechanicalTurkProject,41.5442815,-72.8335831
1988,788,M,white,retail,bach,3,4,concord,suburban,3301,NH,43.2322695,-71.5530123,concord,suburban,3301,NH,43.2322695,-71.5530123,waltham,2453.0,MA,2016_12_2_21_qJcKQ,yes,MechanicalTurkProject,42.3762385,-71.2355644
1989,789,M,white,Teacher,somecoll,3,3,Stoughton,suburban,2072,MA,42.119006,-71.1036499,Weston,suburban,2493,MA,42.3605016,-71.3034335,Jamaica Plain,2130.0,MA,2016_12_3_2_YQWRa,yes,MechanicalTurkProject,42.3116046,-71.1143838
1992,792,F,white,personal banker,somecoll,3,3,brandon,rural,5733,VT,43.8106193,-73.0903328,brandon,rural,5733,VT,43.8106193,-73.0903328,rutland,5701.0,VT,2016_12_3_13_SnLIG,yes,MechanicalTurkProject,43.6084792,-72.9724768
1993,793,M,white,certified trainer,assoc,4,3,springfield,urban,1118,MA,42.0937319,-72.5259054,springfield,urban,1118,MA,42.0937319,-72.5259054,springfield,1118.0,MA,2016_12_3_13_UMeke,yes,MechanicalTurkProject,42.1018764,-72.5886727
1994,794,M,white,1 on 1 soccer coach,somecoll,4,3,Wilmington ,suburban,1887,MA,42.5646465,-71.1645158,Wilmington,suburban,1887,MA,42.5646465,-71.1645158,Wilmington,1887.0,MA,2016_12_3_15_WJhEm,yes,MechanicalTurkProject,42.5464828,-71.1736669
1995,795,M,white,Retail Management,high,2,2,Marshfield,suburban,2050,MA,42.1151393,-70.7103308,Marshfield,suburban,2050,MA,42.1151393,-70.7103308,Marshfield,2050.0,MA,2016_12_4_9_Ihbnk,no,MechanicalTurkProject,42.091769,-70.7055941
1996,796,M,white,Maintenance Associate,bach,3,4,Reading,suburban,1867,MA,42.5351829,-71.1054234,Reading,suburban,1867,MA,42.5351829,-71.1054234,Lowell,1852.0,MA,2016_12_4_12_ZXauG,yes,MechanicalTurkProject,42.6414437,-71.3085329
2002,802,F,white,Hair stylist,somecoll,4,3,Mount vernon,rural,4352,ME,44.4664885,-69.9604504,Mount vernon ,rural,4352,ME,44.4664885,-69.9604504,Windsor,4363.0,ME,2016_12_5_10_YZHal,yes,MechanicalTurkProject,44.3106264,-69.580599
2003,803,M,white,IT Help Specialist,high,4,2,Wethersfield,suburban,6090,CT,41.9464839,-72.8631854,Wethersfied,suburban,6090,CT,41.9464839,-72.8631854,Manchester,6042.0,CT,2016_12_5_14_fuxic,yes,MechanicalTurkProject,41.7834017,-72.5231973
2004,804,F,white,Baker,bach,4,4,Buxton,rural,4093,ME,43.6363874,-70.5388313,Buxton,rural,4093,ME,43.6363874,-70.5388313,Manchester,3106.0,NH,2016_12_5_14_NiKdr,yes,MechanicalTurkProject,42.9956397,-71.4547891
2007,807,F,white,Graduate Student,bach,3,4,Keene,urban,3431,NH,42.9650443,-72.2948028,Keene,urban,3431,NH,42.9650443,-72.2948028,Collegeville,19426.0,NH,2016_12_6_0_mAIvK,yes,MechanicalTurkProject,40.1856597,-75.451571
2008,808,M,white,Emergency department technician,somecoll,4,3,south windsor,suburban,6074,CT,41.8380902,-72.5778358,manchester,suburban,6040,CT,41.7614154,-72.525608,Middletown,6457.0,CT,2016_12_6_14_AdwFi,yes,MechanicalTurkProject,41.5623178,-72.6509061
2010,810,M,white,Student,bach,3,4,Mansfield,suburban,2048,MA,42.0172998,-71.2172998,Mansfield,suburban,2048,MA,42.0172998,-71.2172998,Mansfield,2048.0,MA,2016_12_6_16_RwqRi,no,MechanicalTurkProject,42.0334326,-71.2189405
2012,812,F,white,Nanny,somecoll,5,3,winooski,suburban,5404,VT,44.4955882,-73.1848543,Colchester,suburban,5446,VT,44.5412554,-73.1844116,Burlington,5401.0,VT,2016_12_7_8_IoMFJ,yes,MechanicalTurkProject,44.4761601,-73.212906
2015,815,F,white,financial services,assoc,3,3,Concord,suburban,3301,NH,43.2322695,-71.5530123,Concord,suburban,3301,NH,43.2322695,-71.5530123,Concord,3301.0,NH,2016_12_7_19_SsUwm,yes,MechanicalTurkProject,43.207178,-71.537476
2019,819,M,white,Research Assistant,bach,3,4,West Hartford,suburban,6110,CT,41.7326833,-72.733603,West Hartford,suburban,6110,CT,41.7326833,-72.733603,Burlington,5401.0,VT,2016_12_7_20_rfPsE,yes,MechanicalTurkProject,44.4761601,-73.212906
2020,820,M,white,hotel services,somecoll,3,3,"Newton Highlands, MA",suburban,2461,MA,42.3173616,-71.2065077,"Medford, MA",suburban,2153,MA,42.3730546,-70.9748072,"Boston, MA",2111.0,MA,2016_12_8_1_NvZvB,yes,MechanicalTurkProject,42.3554334,-71.060511
2023,823,F,black,QA Specialist,assoc,3,3,Hartford,urban,6112,CT,41.7933364,-72.695823,Hartford,urban,6114,CT,41.7408539,-72.6706948,Windsor,6095.0,CT,2016_12_8_12_eoYWJ,yes,MechanicalTurkProject,41.8525984,-72.6437022
2026,826,F,white,Teacher,assoc,3,3,Westbrook,suburban,4092,ME,43.7079198,-70.3526019,Westbrook,suburban,4092,ME,43.7079198,-70.3526019,Portland,4103.0,ME,2016_12_10_14_kBojR,yes,MechanicalTurkProject,43.6573605,-70.2586618
2027,827,M,mixed,Pastor,grad,4,5,Glastonbury,suburban,6033,CT,41.7074627,-72.5389323,Glastonbury,suburban,6033,CT,41.7074627,-72.5389323,Glastonbury,6033.0,CT,2016_12_10_16_aZCkT,yes,MechanicalTurkProject,41.7123218,-72.608146
2029,829,F,white,Retail,high,3,2,Pascoag,urban,2859,RI,41.9590687,-71.7573228,Pascoag,urban,2859,RI,41.9590687,-71.7573228,Providence,,RI,2016_12_11_11_dHJav,yes,MechanicalTurkProject,41.8239891,-71.4128343
2031,831,M,white,Youth Ministries Coordinator,somecoll,3,3,New London,urban,6320,CT,41.3474503,-72.1017433,Waterbury,urban,6706,CT,41.5327783,-73.0235804,Ashford,6278.0,CT,2016_12_11_18_cBbJh,yes,MechanicalTurkProject,41.8731532,-72.1214653
2032,832,M,white,realtor,somecoll,2,3,Roslindale,urban,2131,MA,42.2843326,-71.1262275,roslindale,urban,2131,MA,42.2843326,-71.1262275,roslindale,2131.0,MA,2016_12_11_20_EYqfG,no,MechanicalTurkProject,42.2912093,-71.1244966
2033,833,M,white,Intranet Designer,bach,4,4,Winthrop,rural,4364,ME,44.309991,-69.9630934,Winthrop,rural,4364,ME,44.309991,-69.9630934,Portland,,ME,2016_12_11_23_mrbpu,yes,MechanicalTurkProject,43.6573605,-70.2586618
2037,837,M,white,Teacher,somecoll,3,3,Portland,urban,4101,ME,43.6626067,-70.257949,Portland,urban,4101,ME,43.6626067,-70.257949,Portland,4101.0,ME,2016_12_13_9_Hrxsv,yes,MechanicalTurkProject,43.6573605,-70.2586618
2038,838,M,white,Machinist,somecoll,4,3,Billerica,suburban,1821,MA,42.5493295,-71.2517245,Billerica,suburban,1821,MA,42.5493295,-71.2517245,Lowell,1851.0,MA,2016_12_13_12_apDNC,no,MechanicalTurkProject,42.6414437,-71.3085329
2041,841,M,white,Musician,bach,4,4,Portland,suburban,4102,ME,43.6545489,-70.2979843,Portland,urban,4102,ME,43.6545489,-70.2979843,Jamaica Plain,2130.0,MA,2016_12_14_9_zjFZC,yes,MechanicalTurkProject,42.3116046,-71.1143838
2042,842,M,white,Kitchen Utility Worker,somecoll,4,3,Middlebury,rural,5753,VT,43.997783,-73.1782947,Middlebury,rural,5753,VT,43.997783,-73.1782947,Middlebury,5753.0,VT,2016_12_14_13_UZcRd,yes,MechanicalTurkProject,44.014299,-73.167229
2047,847,M,mixed,Actor,bach,1,4,Nashua,suburban,3060,NH,42.7410867,-71.4582661,Milford,rural,3055,NH,42.8186453,-71.6733537,Malden,2148.0,MA,2016_12_15_10_qwUxe,no,MechanicalTurkProject,42.4268484,-71.0683741
